site,time,status
https://get.leafhomesafetysolutions.com,13:44:24,200
https://get.leaffilter.ca,13:44:24,200
https://www.leafhome.com,13:44:24,200
https://www.leaffilter.com,13:44:24,200
https://www.leaffilter.ca,13:44:24,200
https://www.leafhomesafetysolutions.com,13:44:24,301
https://www.leafhomewatersolutions.com,13:44:25,301
https://www.leafhomesafetysolutions.com,13:44:25,301
https://www.leaffilter.ca,13:44:25,200
https://www.leafhomewatersolutions.com,13:44:25,301
https://www.leafhome.com,13:44:25,200
https://www.leaffilter.com,13:44:25,200
https://get.leaffilter.ca,13:44:25,200
https://get.leafhomesafetysolutions.com,13:44:25,200
https://www.leafhomewatersolutions.com,13:44:26,301
https://www.leafhome.com,13:44:26,200
https://get.leafhomesafetysolutions.com,13:44:26,200
https://www.leaffilter.ca,13:44:26,200
https://www.leafhomesafetysolutions.com,13:44:26,301
https://get.leaffilter.ca,13:44:26,200
https://www.leaffilter.com,13:44:26,200
https://get.leafhomewatersolutions.com,13:44:26,200
https://get.leafhomewatersolutions.com,13:44:26,200
https://get.leafhomewatersolutions.com,13:44:26,200
https://www.leafhomesafetysolutions.com,13:44:27,301
https://www.leafhome.com,13:44:27,200
https://www.leaffilter.ca,13:44:27,200
https://www.leafhomewatersolutions.com,13:44:27,301
https://www.leaffilter.com,13:44:27,200
https://get.leafhomesafetysolutions.com,13:44:27,200
https://get.leafhomewatersolutions.com,13:44:27,200
https://get.leaffilter.ca,13:44:27,200
https://www.leafhomesafetysolutions.com,13:44:28,301
https://www.leafhomewatersolutions.com,13:44:28,301
https://www.leaffilter.ca,13:44:28,200
https://www.leaffilter.com,13:44:28,200
https://get.leaffilter.ca,13:44:28,200
https://get.leafhomesafetysolutions.com,13:44:28,200
https://www.leafhome.com,13:44:28,200
https://get.leafhomewatersolutions.com,13:44:28,200
https://get.leaffilter.ca,13:44:29,200
https://www.leafhomesafetysolutions.com,13:44:29,301
https://www.leafhome.com,13:44:29,200
https://get.leafhomesafetysolutions.com,13:44:29,200
https://www.leafhomewatersolutions.com,13:44:29,301
https://www.leaffilter.ca,13:44:29,200
https://www.leaffilter.com,13:44:29,200
https://get.leafhomewatersolutions.com,13:44:29,200
https://www.leafhomewatersolutions.com,13:44:30,301
https://www.leafhome.com,13:44:30,200
https://get.leaffilter.ca,13:44:30,200
https://www.leaffilter.ca,13:44:30,200
https://www.leafhomesafetysolutions.com,13:44:30,301
https://get.leafhomewatersolutions.com,13:44:30,200
https://www.leaffilter.com,13:44:30,200
https://get.leafhomesafetysolutions.com,13:44:30,200
