site,time,status
https://get.leafhomesafetysolutions.com,22:04:46,200
https://get.leaffilter.ca,22:04:46,200
https://get.leafhomewatersolutions.com,22:04:46,301
https://www.leaffilter.ca,22:04:46,200
https://www.leafhome.com,22:04:46,200
https://www.leaffilter.com,22:04:46,200
https://www.leafhomesafetysolutions.com,22:04:46,301
https://www.leafhomewatersolutions.com,22:04:46,301
https://www.leafhomewatersolutions.com,22:04:47,301
https://get.leafhomewatersolutions.com,22:04:47,301
https://www.leafhomesafetysolutions.com,22:04:47,301
https://www.leaffilter.ca,22:04:47,200
https://get.leaffilter.ca,22:04:47,200
https://www.leafhome.com,22:04:47,200
https://www.leaffilter.com,22:04:47,200
https://get.leafhomesafetysolutions.com,22:04:47,200
https://www.leafhomewatersolutions.com,22:04:48,301
https://www.leafhome.com,22:04:48,200
https://www.leaffilter.ca,22:04:48,200
https://www.leafhomesafetysolutions.com,22:04:48,301
https://get.leafhomewatersolutions.com,22:04:48,301
https://www.leaffilter.com,22:04:48,200
https://get.leaffilter.ca,22:04:48,200
https://get.leafhomesafetysolutions.com,22:04:48,200
https://get.leafhomewatersolutions.com,22:04:49,301
https://www.leaffilter.com,22:04:49,200
https://www.leafhomewatersolutions.com,22:04:49,301
https://www.leafhomesafetysolutions.com,22:04:49,301
https://www.leafhome.com,22:04:49,200
https://www.leaffilter.ca,22:04:49,200
https://get.leaffilter.ca,22:04:49,200
https://get.leafhomesafetysolutions.com,22:04:49,200
https://www.leafhomesafetysolutions.com,22:04:50,301
https://www.leafhomewatersolutions.com,22:04:50,301
https://get.leafhomewatersolutions.com,22:04:50,301
https://www.leaffilter.com,22:04:50,200
https://www.leafhome.com,22:04:50,200
https://www.leaffilter.ca,22:04:50,200
https://get.leaffilter.ca,22:04:50,200
https://get.leafhomesafetysolutions.com,22:04:50,200
https://www.leafhomewatersolutions.com,22:04:51,301
https://get.leafhomewatersolutions.com,22:04:51,301
https://www.leaffilter.com,22:04:51,200
https://www.leafhome.com,22:04:51,200
https://www.leaffilter.ca,22:04:51,200
https://www.leafhomesafetysolutions.com,22:04:51,301
https://get.leafhomesafetysolutions.com,22:04:51,200
https://get.leaffilter.ca,22:04:51,200
https://get.leafhomewatersolutions.com,22:04:52,301
https://www.leafhomesafetysolutions.com,22:04:52,301
https://www.leafhome.com,22:04:52,200
https://www.leafhomewatersolutions.com,22:04:52,301
https://www.leaffilter.com,22:04:52,200
https://get.leaffilter.ca,22:04:52,200
https://www.leaffilter.ca,22:04:52,200
https://get.leafhomesafetysolutions.com,22:04:52,200
https://www.leafhomesafetysolutions.com,22:04:53,301
https://get.leafhomewatersolutions.com,22:04:53,301
https://www.leaffilter.com,22:04:53,200
https://www.leafhomewatersolutions.com,22:04:53,301
https://get.leaffilter.ca,22:04:53,200
https://www.leaffilter.ca,22:04:53,200
https://get.leafhomesafetysolutions.com,22:04:53,200
https://www.leafhome.com,22:04:53,200
https://www.leafhomesafetysolutions.com,22:04:54,301
https://www.leafhomewatersolutions.com,22:04:54,301
https://www.leaffilter.com,22:04:54,200
https://get.leafhomewatersolutions.com,22:04:54,301
https://www.leafhome.com,22:04:54,200
https://www.leaffilter.ca,22:04:54,200
https://get.leaffilter.ca,22:04:54,200
https://get.leafhomesafetysolutions.com,22:04:54,200
https://get.leafhomewatersolutions.com,22:04:55,301
https://www.leafhomewatersolutions.com,22:04:55,301
https://www.leaffilter.com,22:04:55,200
https://www.leaffilter.ca,22:04:55,200
https://www.leafhome.com,22:04:55,200
https://get.leafhomesafetysolutions.com,22:04:55,200
https://www.leafhomesafetysolutions.com,22:04:55,301
https://get.leaffilter.ca,22:04:55,200
https://get.leafhomewatersolutions.com,22:04:56,301
https://www.leafhomesafetysolutions.com,22:04:56,301
https://www.leafhome.com,22:04:56,200
https://www.leafhomewatersolutions.com,22:04:56,301
https://www.leaffilter.com,22:04:56,200
https://www.leaffilter.ca,22:04:56,200
https://get.leafhomesafetysolutions.com,22:04:56,200
https://get.leaffilter.ca,22:04:56,200
https://www.leafhomewatersolutions.com,22:04:57,301
https://www.leafhomesafetysolutions.com,22:04:57,301
https://www.leaffilter.ca,22:04:57,200
https://get.leafhomewatersolutions.com,22:04:57,301
https://www.leaffilter.com,22:04:57,200
https://www.leafhome.com,22:04:57,200
https://get.leafhomesafetysolutions.com,22:04:57,200
https://get.leaffilter.ca,22:04:57,200
https://www.leafhomewatersolutions.com,22:04:58,301
https://get.leafhomewatersolutions.com,22:04:58,301
https://www.leafhomesafetysolutions.com,22:04:58,301
https://www.leaffilter.ca,22:04:58,200
https://www.leafhome.com,22:04:58,200
https://get.leafhomesafetysolutions.com,22:04:58,200
https://www.leaffilter.com,22:04:58,200
https://get.leaffilter.ca,22:04:58,200
https://get.leaffilter.ca,22:04:59,200
https://www.leafhomesafetysolutions.com,22:04:59,301
https://www.leafhomewatersolutions.com,22:04:59,301
https://get.leafhomewatersolutions.com,22:04:59,301
https://www.leaffilter.ca,22:04:59,200
https://www.leafhome.com,22:04:59,200
https://get.leafhomesafetysolutions.com,22:04:59,200
https://www.leaffilter.com,22:04:59,200
https://www.leafhomesafetysolutions.com,22:05:00,301
https://get.leafhomewatersolutions.com,22:05:00,301
https://www.leafhome.com,22:05:00,200
https://www.leafhomewatersolutions.com,22:05:00,301
https://get.leafhomesafetysolutions.com,22:05:00,200
https://www.leaffilter.com,22:05:00,200
https://www.leaffilter.ca,22:05:00,200
https://get.leaffilter.ca,22:05:00,200
https://www.leafhomesafetysolutions.com,22:05:01,301
https://www.leafhomewatersolutions.com,22:05:01,301
https://get.leafhomewatersolutions.com,22:05:01,301
https://www.leaffilter.com,22:05:01,200
https://www.leaffilter.ca,22:05:01,200
https://www.leafhome.com,22:05:01,200
https://get.leafhomesafetysolutions.com,22:05:01,200
https://get.leaffilter.ca,22:05:01,200
https://www.leafhomewatersolutions.com,22:05:02,301
https://get.leafhomewatersolutions.com,22:05:02,301
https://www.leafhome.com,22:05:02,200
https://www.leaffilter.ca,22:05:02,200
https://www.leafhomesafetysolutions.com,22:05:02,301
https://www.leaffilter.com,22:05:02,200
https://get.leafhomesafetysolutions.com,22:05:02,200
https://get.leaffilter.ca,22:05:02,200
https://www.leafhomewatersolutions.com,22:05:03,301
https://www.leafhomesafetysolutions.com,22:05:03,301
https://www.leaffilter.com,22:05:03,200
https://www.leaffilter.ca,22:05:03,200
https://www.leafhome.com,22:05:03,200
https://get.leafhomesafetysolutions.com,22:05:03,200
https://get.leafhomewatersolutions.com,22:05:03,301
https://get.leaffilter.ca,22:05:03,200
https://www.leafhome.com,22:05:04,200
https://www.leafhomesafetysolutions.com,22:05:04,301
https://www.leaffilter.ca,22:05:04,200
https://www.leafhomewatersolutions.com,22:05:04,301
https://www.leaffilter.com,22:05:04,200
https://get.leafhomesafetysolutions.com,22:05:04,200
https://get.leafhomewatersolutions.com,22:05:04,301
https://get.leaffilter.ca,22:05:04,200
https://get.leafhomewatersolutions.com,22:05:05,301
https://www.leafhomewatersolutions.com,22:05:05,301
https://www.leafhomesafetysolutions.com,22:05:05,301
https://www.leaffilter.com,22:05:05,200
https://www.leaffilter.ca,22:05:05,200
https://www.leafhome.com,22:05:05,200
https://get.leaffilter.ca,22:05:05,200
https://get.leafhomesafetysolutions.com,22:05:05,200
https://www.leafhomesafetysolutions.com,22:05:06,301
https://www.leafhomewatersolutions.com,22:05:06,301
https://get.leafhomewatersolutions.com,22:05:06,301
https://www.leaffilter.ca,22:05:06,200
https://www.leafhome.com,22:05:06,200
https://get.leaffilter.ca,22:05:06,200
https://www.leaffilter.com,22:05:06,200
https://get.leafhomesafetysolutions.com,22:05:06,200
https://www.leaffilter.ca,22:05:07,200
https://get.leafhomewatersolutions.com,22:05:07,301
https://www.leafhomewatersolutions.com,22:05:07,301
https://www.leafhomesafetysolutions.com,22:05:07,301
https://get.leafhomesafetysolutions.com,22:05:07,200
https://www.leaffilter.com,22:05:07,200
https://www.leafhome.com,22:05:07,200
https://get.leaffilter.ca,22:05:07,200
https://www.leafhomewatersolutions.com,22:05:08,301
https://www.leaffilter.ca,22:05:08,200
https://get.leafhomewatersolutions.com,22:05:08,301
https://www.leafhomesafetysolutions.com,22:05:08,301
https://get.leafhomesafetysolutions.com,22:05:08,200
https://www.leafhome.com,22:05:08,200
https://get.leaffilter.ca,22:05:08,200
https://www.leaffilter.com,22:05:08,200
https://get.leafhomewatersolutions.com,22:05:09,301
https://www.leaffilter.ca,22:05:09,200
https://www.leafhomesafetysolutions.com,22:05:09,301
https://www.leaffilter.com,22:05:09,200
https://www.leafhomewatersolutions.com,22:05:09,301
https://www.leafhome.com,22:05:09,200
https://get.leaffilter.ca,22:05:09,200
https://get.leafhomesafetysolutions.com,22:05:09,200
https://www.leafhomesafetysolutions.com,22:05:10,301
https://www.leafhomewatersolutions.com,22:05:10,301
https://www.leaffilter.ca,22:05:10,200
https://www.leaffilter.com,22:05:10,200
https://get.leafhomewatersolutions.com,22:05:10,301
https://www.leafhome.com,22:05:10,200
